"Course Term Select","SCABASE Start Term","Subj Code","Course Number","Course Desc","College Code","College Desc","Division Code","Division Desc","Dept Code","Dept Desc","Status Code","Status Desc","Credit Hours","Level1 Code","Level2 Code","Level3 Code","Attribute Level Code","Course Long Desc","Exclude From ART/Degree Classification","Web Semester Code","Web Semester Desc","MOMD Ind","WHM Ind","Web Display Ind","CRN","Section Camp Code","Section Camp Desc","Maximum Enrollment","Module Creation Date","Module Lead Name","Module Lead ID","Elective Ind","Section Status Code","SCABASE End Term"
"002026","002024","09","39283","LI Me & Pu Sp in th Portugu Wo","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","227","Modern Languages","D","Dormant (but will run later)","20","UG","","","LI","LI Memory and Public Space in the Portuguese-speaking World","N","6","Semester 2","N","N","Y","","","","","2023/06/02 00:00:00","","","","","999999"
"002026","002021","04","39294","LI Comm Systems SCCB","13","College Eng and Physical Sci","080","School of Engineering","021","Elec, Elec & Sys Engineering","A","Active","10","UG","","","LI","LI Communication Systems","N","","","N","N","Y","","","","","2023/06/07 00:00:00","","","","","999999"
"002026","002023","02","39197","LI Practice Education 1","10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","241","Physiotherapy","A","Active","0","UG","","","LI","LI Practice Education 1","N","6","Semester 2","N","N","Y","","","","","2023/04/25 00:00:00","","","","","999999"
"002026","002023","03","39291","LI Managing Golf Events (20cr)","10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","036","Sport, Ex and Rehab Sciences","A","Active","20","UG","","","LI","LI Managing Golf Events","N","6","Semester 2","N","N","Y","","","","","2023/06/06 00:00:00","","","","","999999"
"002026","002022","03","39326","LI Year Cont Europe (Bio) P/F","10","College Life and Env Sci","038","School of Bioscience","038","School of Biosciences","A","Active","120","UG","","","LI","LI Year in Continental Europe (Biosciences)","N","1","Full Term","N","N","Y","","","","","2023/06/14 00:00:00","","","","","999999"
"002026","002022","06","39351","LI Study Cont Europe Math P/F","13","College Eng and Physical Sci","029","Mathematics","029","Mathematics","A","Active","120","UG","","","LI","LI Study in Continental Europe (Mathematics)","N","1","Full Term","N","N","Y","","","","","2023/06/15 00:00:00","","","","","999999"
"002026","002022","02","39440","LH Rese & Impro Met f Pract S1","14","College Medicine and Health","084","School of Health Sciences","023","Nursing and Midwifery","A","Active","20","UG","","","LH","LM Research and Improvement Methods for Practice","N","5","Semester 1","N","N","Y","","","","","2023/07/04 00:00:00","","","","","999999"
"002026","002023","07","39490","LM Cor Comm & Repu Manag DLW","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM","LM Corporate Communication and Reputation Management","N","","","N","N","Y","","","","","2023/07/19 00:00:00","","","","","999999"
"002026","002023","07","39500","LM Priv Equ & Finan Start- DLW","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM","LM Private Equity and Financing Start-Ups","N","","","N","N","Y","","","","","2023/07/19 00:00:00","","","","","999999"
"002026","002024","08","39618","LM Cr So Wo Pr wi Chi Fam & Ad","12","College Social Sciences","035","School of Soc Pol and Society","263","Social Work & Social Care","A","Active","20","GT","","","LM","LM Critical Social Work Practice with Children, Families and Adults","N","6","Semester 2","N","N","Y","","","","","2023/08/03 00:00:00","","","","","999999"
"002026","002024","02","39719","LC Car & Res Sc ? Fun Pr HUST","14","College Medicine and Health","085","School of Infec, Inflam, Immun","204","Biomedical Sciences","A","Active","20","UG","","","LC","LC Cardiovascular and Respiratory Sciences ? Fundamental Principles","N","6","Semester 2","N","N","Y","","","","","2023/10/09 00:00:00","","","","","999999"
"002026","002016","03","28755","LI Current Research Neurosci 1","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","A","Active","10","UG","","","LI","LI Current Research in Neuroscience 1","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002025","09","39936","LH Movements, Media & Society","11","College Arts and Law","046","Eng, Drama, & Creative Studies","237","Linguistics and Communication","D","Dormant (but will run later)","20","UG","","","LH","LH Movements, Media and Society","N","7","Not yet specified","N","N","Y","","","","","2023/11/10 00:00:00","","","","","999999"
"002026","002022","03","39322","LI Neurosci Study Abroad P/F","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","A","Active","120","UG","","","LI","LI Neuroscience Study Abroad module","N","1","Full Term","N","N","Y","","","","","2023/06/14 00:00:00","","","","","999999"
"002026","002022","09","39334","LI History of Art Yr Ab P/F","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","124","Art Hist, Cur and Vis Studies","A","Active","120","UG","","","LI","LI History of Art Year Abroad","N","1","Full Term","N","N","Y","","","","","2023/06/14 00:00:00","","","","","999999"
"002026","002022","04","39355","LI Year Abroad (Met + Mat) P/F","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","A","Active","120","UG","","","LI","LI Year Abroad (Metallurgy and Materials)","N","1","Full Term","N","N","Y","","","","","2023/06/15 00:00:00","","","","","999999"
"002026","002022","04","39356","LH Year Abroad A (Civ Eng) P/F","13","College Eng and Physical Sci","080","School of Engineering","015","Civil Engineering","A","Active","60","UG","","","LH","Civil Engineering Year Abroad A","N","1","Full Term","N","N","Y","","","","","2023/06/15 00:00:00","","","","","999999"
"002026","002018","01","30760","LM Bio Int + Dat Qua As Gen An","14","College Medicine and Health","083","School of Medical Sciences","128","Inst of Cancer / Genomic Sci","A","Active","15","GT","","","LM","LM Bioinformatics, Interpretation, and Data Quality Assurance in Genome Analysis","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002013","09","26164","LC Mand Chinese Lang Beg I","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","227","Modern Languages","A","Active","20","UG","","","LC","LC Mandarin Chinese Language beginners I","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002017","09","29746","LC Italian Core I - Adv: Icons","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","227","Modern Languages","A","Active","20","UG","","","LC","LC Italian Core I - Advanced: Icons of Italy","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002018","09","31625","LC Portuguese Core II - Beginn","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","227","Modern Languages","A","Active","20","UG","","","LC","LC Portuguese Core II - Beginners: Modernities in Portuguese","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002013","09","26155","LI Japanese Lang Interm I","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","227","Modern Languages","A","Active","20","UG","","","LI","LI Japanese Language Intermediate I","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002017","09","30131","LI Russian Core III - Intermed","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","227","Modern Languages","A","Active","20","UG","","","LI","LI Russian Core III - Intermediate: Understanding Russia and the Russians","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002023","04","39379","LM Leadership & Collaboration","13","College Eng and Physical Sci","056","Chemical Engineering","013","Chemical Engineering","A","Active","20","GT","","","LM","LM Leadership and Collaboration","N","1","Full Term","N","N","Y","","","","","2023/06/19 00:00:00","","","","","999999"
"002026","002024","09","39862","LH Michelangelo S1","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","124","Art Hist, Cur and Vis Studies","D","Dormant (but will run later)","20","UG","","","LH","LH Michelangelo","N","5","Semester 1","N","N","N","","","","","2023/10/25 00:00:00","","","","","999999"
"002026","002024","09","39968","LI Colonial/Postcolonial","11","College Arts and Law","046","Eng, Drama, & Creative Studies","236","English Literature","A","Active","20","UG","","","LI","LI Colonial/Postcolonial","N","6","Semester 2","N","N","Y","","","","","2023/11/28 00:00:00","","","","","999999"
"002026","002024","09","39974","LI Prose Writing","11","College Arts and Law","046","Eng, Drama, & Creative Studies","243","Film and Creative Writing","A","Active","20","UG","","","LI","LI Prose Writing","N","6","Semester 2","N","N","Y","","","","","2023/11/29 00:00:00","","","","","999999"
"002026","002024","09","39976","LM Afri Oraliti in th Digit Ag","11","College Arts and Law","047","History and Cultures","108","African Studies & Anthropology","A","Active","20","GT","","","LM","LM African Oralities in the Digital Age","N","5","Semester 1","N","N","Y","","","","","2023/11/29 00:00:00","","","","","999999"
"002026","002024","07","39250","LM Entrepreneurial Project SIM","12","College Social Sciences","012","Birmingham Business School","261","Management","A","Active","40","GT","","","LM","LM Entrepreneurial Project","N","1","Full Term","N","N","Y","","","","","2023/05/30 00:00:00","","","","","999999"
"002026","002021","04","39303","LC Intro to Comp for Eng SCCB","13","College Eng and Physical Sci","080","School of Engineering","021","Elec, Elec & Sys Engineering","A","Active","10","UG","","","LC","LC Introduction to Computing for Engineers","N","7","Not yet specified","N","N","Y","","","","","2023/06/07 00:00:00","","","","","999999"
"002026","002023","11","39464","LM Multi Im (Deafblin A Un dis","12","College Social Sciences","020","School of Education","231","Disab, Inclusion & Spec Needs","A","Active","20","GT","","","LM","LM Multi-Sensory Impairment (Deafblindness): A Unique disability","N","4","Summer Period","N","N","Y","","","","","2023/07/14 00:00:00","","","","","999999"
"002026","002023","07","39488","LM Sustainable Operations DLW","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM","LM Sustainable Operations","N","","","N","N","Y","","","","","2023/07/19 00:00:00","","","","","999999"
"002026","002023","07","39502","LM Services Marketing DLW","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM","LM Services Marketing","N","","","N","N","Y","","","","","2023/07/19 00:00:00","","","","","999999"
"002026","002023","03","39516","LM Re Me in Me He Qu Ap Ca DLW","15","Corporate Services","079","Educational Enterprise","255","Wiley","A","Active","10","GT","","","LM","LM Research Methods in Mental Health: Quantitative Approaches Case Control Studies and Clinical Trials","N","5","Semester 1","N","N","Y","","","","","2023/07/20 00:00:00","","","","","999999"
"002026","002024","03","40147","LC Environmental Geochemistry","10","College Life and Env Sci","022","School of Geog Earth & Env Sci","019","Earth and Environ Sciences","A","Active","20","UG","","","LC","LC Environmental Geochemistry","N","1","Full Term","N","N","Y","","","","","2024/02/08 00:00:00","","","","","999999"
"002026","002024","03","40185","LF Int to Gl En Is-Dub S1 EPS","10","College Life and Env Sci","022","School of Geog Earth & Env Sci","019","Earth and Environ Sciences","A","Active","20","UG","","","LF","LF Introduction to Global Environmental Issues","N","5","Semester 1","N","N","Y","","","","","2024/02/29 00:00:00","","","","","999999"
"002026","002023","07","40211","LI Industrial Placement Dub","12","College Social Sciences","012","Birmingham Business School","211","Birmingham Business School","A","Active","120","UG","","","LI","LI Industrial Placement","N","4","Summer Period","N","N","Y","","","","","2024/03/18 00:00:00","","","","","999999"
"002026","002025","01","40213","LM Fi Prosthodonti & Endodonti","14","College Medicine and Health","084","School of Health Sciences","018","Dentistry","A","Active","20","GT","","","LM","LM Fixed Prosthodontics and Endodontics","N","1","Full Term","N","N","Y","","","","","2024/03/19 00:00:00","","","","","999999"
"002026","002024","09","40000","LI The Structure of English","11","College Arts and Law","046","Eng, Drama, & Creative Studies","237","Linguistics and Communication","A","Active","20","UG","","","LI","LI The Structure of English","N","5","Semester 1","N","N","Y","","","","","2023/12/13 00:00:00","","","","","999999"
"002026","002020","03","36419","LM Professional Placement","10","College Life and Env Sci","022","School of Geog Earth & Env Sci","019","Earth and Environ Sciences","A","Active","20","GT","","","LM","LM Professional Placement","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002024","08","40138","LI Housi Ho & Pla Issu in Poli","12","College Social Sciences","035","School of Soc Pol and Society","262","Soc Policy, Sociology & Crimin","A","Active","20","UG","","","LI","LI Housing, Home and Place: Issues in Policy","N","5","Semester 1","N","N","Y","","","","","2024/02/06 00:00:00","","","","","999999"
"002026","002025","08","40237","LC UAE & GCC Legal Systems Dub","11","College Arts and Law","027","Birmingham Law School","027","Law","A","Active","20","UG","","","LC","LC UAE and GCC Legal Systems","N","6","Semester 2","N","N","Y","","","","","2024/03/31 00:00:00","","","","","999999"
"002026","002025","08","40241","LH Internationa Arbitratio Dub","11","College Arts and Law","027","Birmingham Law School","027","Law","A","Active","20","UG","","","LH","LH International Arbitration","N","7","Not yet specified","N","N","Y","","","","","2024/03/31 00:00:00","","","","","999999"
"002026","002025","08","40242","LH Law & Technology Dub","11","College Arts and Law","027","Birmingham Law School","027","Law","A","Active","20","UG","","","LH","LH Law and Technology","N","7","Not yet specified","N","N","Y","","","","","2024/03/31 00:00:00","","","","","999999"
"002026","002025","08","40243","LH Principle of Compan Law Dub","11","College Arts and Law","027","Birmingham Law School","027","Law","A","Active","20","UG","","","LH","LH Principles of Company Law","N","7","Not yet specified","N","N","Y","","","","","2024/04/01 00:00:00","","","","","999999"
"002026","002025","08","40252","LI Prin of Interna Di Reso Dub","11","College Arts and Law","027","Birmingham Law School","027","Law","A","Active","20","UG","","","LI","LI Principles of International Dispute Resolution","N","6","Semester 2","N","N","Y","","","","","2024/04/01 00:00:00","","","","","999999"
"002026","002015","08","28587","LM Ad Pra:Ind,Fam,Comm (SUTSW)","12","College Social Sciences","035","School of Soc Pol and Society","263","Social Work & Social Care","A","Active","30","GT","","","LM","LM Advanced Practice: Individuals, Families, Communities (Step Up to Social Work)","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002025","09","40267","LC Med Histo & Technologie Dub","11","College Arts and Law","046","Eng, Drama, & Creative Studies","208","Eng, Drama, Creative Studies","A","Active","20","UG","","","LC","LC Media History and Technologies","N","6","Semester 2","N","N","Y","","","","","2024/04/12 00:00:00","","","","","999999"
"002026","002024","03","40401","LF Int to Gl En Is-Dub S1 SUS","10","College Life and Env Sci","022","School of Geog Earth & Env Sci","019","Earth and Environ Sciences","A","Active","20","UG","","","LF","LF Introduction to Global Environmental Issues","N","5","Semester 1","N","N","Y","","","","","2024/05/07 00:00:00","","","","","999999"
"002026","002020","09","33422","LC IWLP Portuguese Level 1A","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","153","Languages for All","A","Active","10","UG","","","LC","LC IWLP Portuguese Level 1A","N","5","Semester 1","Y","N","Y","","","","","","","","","","999999"
"002026","002024","03","40153","LM Engineer Geol & Geomorpholo","10","College Life and Env Sci","022","School of Geog Earth & Env Sci","019","Earth and Environ Sciences","A","Active","20","GT","","","LM","LM Engineering Geology and Geomorphology","N","6","Semester 2","N","N","Y","","","","","2024/02/08 00:00:00","","","","","999999"
"002026","002025","07","40333","LM Business Bootcamp Dub","12","College Social Sciences","012","Birmingham Business School","261","Management","A","Active","0","GT","","","LM","LM Business Bootcamp","N","5","Semester 1","N","N","Y","","","","","2024/04/22 00:00:00","","","","","999999"
"002026","002024","09","40473","LC Aca Suc fo MA Dig Med & Cre","15","Corporate Services","068","Academic Services","214","Birmingham International Acad","A","Active","0","UG","","","LC","LC Academic Success for MA Digital Media and Creative Industries","N","5","Semester 1","N","N","Y","","","","","2024/06/25 00:00:00","","","","","999999"
"002026","002024","09","40474","LC Reading Retreat","15","Corporate Services","068","Academic Services","214","Birmingham International Acad","A","Active","0","UG","","","LC","LC Reading Retreat","N","8","Semester 1 or 2","N","N","Y","","","","","2024/06/25 00:00:00","","","","","999999"
"002026","002024","09","40478","LC Academic Success MA Law","15","Corporate Services","068","Academic Services","214","Birmingham International Acad","A","Active","0","UG","","","LC","LC Academic Success MA Law","N","8","Semester 1 or 2","N","N","Y","","","","","2024/06/25 00:00:00","","","","","999999"
"002026","002020","09","33395","LC IWLP Italian Level 1A","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","153","Languages for All","A","Active","10","UG","","","LC","LC IWLP Italian Level 1A","N","5","Semester 1","Y","N","Y","","","","","","","","","","999999"
"002026","002020","09","33425","LC IWLP Russian Level 1B","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","153","Languages for All","A","Active","10","UG","","","LC","LC IWLP Russian Level 1B","N","6","Semester 2","Y","N","Y","","","","","","","","","","999999"
"002026","002019","09","33427","LC IWLP Spanish Level 1B","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","153","Languages for All","A","Active","10","UG","","","LC","LC IWLP Spanish Level 1B","N","6","Semester 2","Y","N","Y","","","","","","","","","","999999"
"002026","002024","09","40493","LH Sp Su Br at Ba in th Age: B","11","College Arts and Law","047","History and Cultures","225","History","A","Active","20","UG","","","LH","LH Special Subject: Britain at Bay in the Age of the Dictators. From Appeasement to World War Two, 1931-1942 B","N","6","Semester 2","N","N","Y","","","","","2024/07/03 00:00:00","","","","","999999"
"002026","002024","02","40536","LM Adv Critic Care Practice","14","College Medicine and Health","084","School of Health Sciences","023","Nursing and Midwifery","A","Active","20","GT","","","LM","LM Advanced Critical Care Practice","N","5","Semester 1","N","N","Y","","","","","2024/07/18 00:00:00","","","","","999999"
"002026","002024","02","40297","LM Musculo Tr & Rehabilita DL","14","College Medicine and Health","085","School of Infec, Inflam, Immun","258","Inst of Inflammation / Ageing","A","Active","20","GT","","","LM","LM Musculoskeletal Trauma & Rehabilitation","N","5","Semester 1","N","N","Y","","","","","2024/04/16 00:00:00","","","","","999999"
"002026","002025","04","40367","LC Electric & Magnet Engineeri","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","A","Active","20","UG","","","LC","LC Electrical and Magnetic Engineering","N","1","Full Term","N","N","Y","","","","","2024/05/03 00:00:00","","","","","999999"
"002026","002026","04","40379","LI Aer Experimenta Simul & Pra","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","A","Active","20","UG","","","LI","LI Aerospace Experimentation, Simulation and Practice","N","1","Full Term","N","N","Y","","","","","2024/05/03 00:00:00","","","","","999999"
"002026","002017","06","31316","LI Intermed Macroeco (Jinan)","13","College Eng and Physical Sci","029","Mathematics","029","Mathematics","A","Active","10","UG","","","LI","LI Intermediate Macroeconomics","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002024","11","40102","LM Pr S S SEND 2 In Pr SEND Cu","12","College Social Sciences","020","School of Education","228","Teacher Education","A","Active","20","GT","","","LM","LM Primary School Studies (SEND) 2: Inclusion in the Primary SEND Curriculum","N","6","Semester 2","N","N","Y","","","","","2024/01/15 00:00:00","","","","","999999"
"002026","002021","02","37644","LM Advanced Materials","14","College Medicine and Health","084","School of Health Sciences","018","Dentistry","A","Active","20","GT","","","LM","LM Advanced Materials","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002014","02","27014","LM Research Diss (Trauma Sci)","14","College Medicine and Health","085","School of Infec, Inflam, Immun","258","Inst of Inflammation / Ageing","A","Active","60","GT","","","LM","LM Research Dissertation","N","4","Summer Period","N","N","N","","","","","","","","","","999999"
"002026","002025","04","40366","LC Practi & Des Ski fo Aerospa","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","A","Active","20","UG","","","LC","LC Practical and Design Skills for Aerospace","N","1","Full Term","N","N","Y","","","","","2024/05/03 00:00:00","","","","","999999"
"002026","002025","04","40368","LC Mater Manufact & Sustainabi","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","A","Active","20","UG","","","LC","LC Materials, Manufacturing and Sustainability","N","1","Full Term","N","N","Y","","","","","2024/05/03 00:00:00","","","","","999999"
"002026","002014","08","27335","LH Practice Education: Stage 1","12","College Social Sciences","035","School of Soc Pol and Society","263","Social Work & Social Care","A","Active","20","UG","","","LH","LH Practice Education: Stage 1","N","1","Full Term","N","N","Y","","","","","","Matthew Gibson","1210382","","","999999"
"002026","002022","11","38112","LM Th Edu Nee Aut Chi + YP DL","12","College Social Sciences","020","School of Education","231","Disab, Inclusion & Spec Needs","A","Active","20","GT","","","LM","LM The Educational Needs of Autistic Children and Young People.","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002025","09","40287","LI Writing for Money Dub","11","College Arts and Law","046","Eng, Drama, & Creative Studies","208","Eng, Drama, Creative Studies","D","Dormant (but will run later)","20","UG","","","LI","LI Writing for Money","N","6","Semester 2","N","N","Y","","","","","2024/04/12 00:00:00","","","","","002028"
"002026","002024","09","40421","LC Critical Environments","11","College Arts and Law","046","Eng, Drama, & Creative Studies","236","English Literature","A","Active","10","UG","","","LC","LC Critical Environments","N","5","Semester 1","N","N","Y","","","","","2024/05/22 00:00:00","","","","","999999"
"002026","002025","06","40097","LI Databases & Web Programming","13","College Eng and Physical Sci","016","Computer Science","016","Computer Science","A","Active","20","UG","","","LI","LI Databases and Web Programming","N","5","Semester 1","N","N","Y","","","","","2024/01/10 00:00:00","","","","","999999"
"002026","002022","08","38234","LM Sys Evalu & deep leade prac","12","College Social Sciences","053","Government","275","Birmingham Leadership Inst","A","Active","20","GT","","","LM","LM Systemic Evaluation and deepening leadership practice","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002025","10","40432","LM Approaches in Curating","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","124","Art Hist, Cur and Vis Studies","A","Active","20","GT","","","LM","LM Approaches in Curating","N","5","Semester 1","N","N","Y","","","","","2024/05/30 00:00:00","","","","","999999"
"002026","002025","01","40555","LM Transit to Independe Practi","14","College Medicine and Health","084","School of Health Sciences","018","Dentistry","A","Active","10","GT","","","LM","LM Transition to Independent Practice","N","6","Semester 2","N","N","Y","","","","","2024/07/29 00:00:00","","","","","999999"
"002026","002023","07","40443","LM Re & Ana in Su Ch Manag Dub","12","College Social Sciences","012","Birmingham Business School","261","Management","A","Active","20","GT","","","LM","LM Research and Analysis in Supply Chain Management","N","6","Semester 2","N","N","Y","","","","","2024/06/17 00:00:00","","","","","999999"
"002026","002024","03","40259","LM Research Project","10","College Life and Env Sci","022","School of Geog Earth & Env Sci","022","Geography","A","Active","60","GT","","","LM","LM Research Project","N","4","Summer Period","N","N","Y","","","","","2024/04/08 00:00:00","","","","","999999"
"002026","002019","04","31180","LI Fracture, Fatigue+Degrada","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","A","Active","20","UG","","","LI","LI Fracture, Fatigue and Degradation","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002022","04","37844","LM Construction Management Dub","13","College Eng and Physical Sci","080","School of Engineering","015","Civil Engineering","A","Active","20","GT","","","LM","LM Construction Management","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002019","09","40013","LC Th & Di Ar Soc Sc & Hu: Cam","15","Corporate Services","068","Academic Services","214","Birmingham International Acad","A","Active","0","UG","","","LC","LC Thesis and Dissertation Arts, Social Sciences and Humanities: Campus","N","6","Semester 2","N","N","Y","","","","","2023/12/13 00:00:00","","","","","999999"
"002026","002024","07","40059","LM Econometric Methods","12","College Social Sciences","012","Birmingham Business School","115","Economics","D","Dormant (but will run later)","20","GT","","","LM","LM Econometric Methods","N","6","Semester 2","N","N","Y","","","","","2024/01/03 00:00:00","","","","","999999"
"002026","002025","09","40364","LH Que Art Fr Bri Sin 1957(S2)","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","124","Art Hist, Cur and Vis Studies","A","Active","20","UG","","","LH","LH Queer Art From Britain Since 1957","N","6","Semester 2","N","N","Y","","","","","2024/05/02 00:00:00","","","","","999999"
"002026","002025","10","40447","LM Th Si Su Gu th ef of co op","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","134","Music","D","Dormant (but will run later)","20","GT","","","LM","LM The Singers? Survival Guide: the effects of commercial opera on singing culture in the Later Baroque Period","N","7","Not yet specified","N","N","N","","","","","2024/06/18 00:00:00","","","","","999999"
"002026","002025","10","40450","LM The Wagner Brand","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","134","Music","A","Active","20","GT","","","LM","LM The Wagner Brand","N","6","Semester 2","N","N","Y","","","","","2024/06/18 00:00:00","","","","","999999"
"002026","002025","09","40452","LC Cr & Cr Th Ac th Hu (A How)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","20","UG","","","LC","LC Creative and Critical Thinking Across the Humanities (A): How do we know what we know?","N","5","Semester 1","N","N","Y","","","","","2024/06/18 00:00:00","","","","","999999"
"002026","002025","09","40461","LH Lib Art Fi Ye Ind Re Pr(S2)","11","College Arts and Law","050","Phil, Theology and Religion","213","Phil, Theol & Religion","A","Active","20","UG","","","LH","LH Liberal Arts Final Year Independent Research Project","N","6","Semester 2","N","N","Y","","","","","2024/06/18 00:00:00","","","","","999999"
"002026","002022","11","38111","LM Ref Prac Me Ne SLD/PMLD DL","12","College Social Sciences","020","School of Education","231","Disab, Inclusion & Spec Needs","A","Active","20","GT","","","LM","LM Reflective Practice in Meeting the Needs of Learners with SLD/PMLD","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002024","07","40072","LM Microfoundations of Finance","12","College Social Sciences","012","Birmingham Business School","115","Economics","A","Active","20","GT","","","LM","LM Microfoundations of Finance","N","5","Semester 1","N","N","Y","","","","","2024/01/03 00:00:00","","","","","999999"
"002026","002014","08","27315","LH Practice Education: Stage 2","12","College Social Sciences","035","School of Soc Pol and Society","263","Social Work & Social Care","A","Active","20","UG","","","LH","LH Practice Education: Stage 2","N","1","Full Term","N","N","Y","","","","","","","","","","999999"
"002026","002023","03","40160","LC Research Methods (Stu B2)","10","College Life and Env Sci","033","School of Psychology","033","School of Psychology","A","Active","0","UG","","","LC","LC Research Methods (Study Block B)","N","6","Semester 2","N","N","Y","","","","","2024/02/08 00:00:00","","","","","999999"
"002026","002023","04","39153","LH Battery Technolo + Manufact","13","College Eng and Physical Sci","058","Metallurgy and Materials","031","Metallurgy & Materials","A","Active","10","UG","","","LH","LH Battery Technology and Manufacturing","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002024","04","40675","LM En Po As fo GeEn DA EPA2 S2","13","College Eng and Physical Sci","080","School of Engineering","015","Civil Engineering","A","Active","0","GT","","","LM","LM End Point Assessment for Geotechnical Engineering DA: EPA2 Interview","N","6","Semester 2","N","N","Y","","","","","2024/09/13 00:00:00","","","","","999999"
"002026","002017","08","30401","LI Econometrics (Dubai - S1)","12","College Social Sciences","012","Birmingham Business School","115","Economics","A","Active","20","UG","","","LI","LI Econometrics","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002022","08","38926","LM Environ and Energy Regulati","11","College Arts and Law","027","Birmingham Law School","027","Law","A","Active","20","GT","","","LM","LM Environmental and energy regulation","N","5","Semester 1","N","N","Y","","","","","","","","","","999999"
"002026","002023","03","40747","LM Research Project","13","College Eng and Physical Sci","014","Chemistry","014","Chemistry","A","Active","60","GT","","","LM","LM Research Project","N","6","Semester 2","N","N","Y","","","","","2024/10/15 00:00:00","","","","","999999"
"002026","002023","09","38848","LI Latin 2","11","College Arts and Law","047","History and Cultures","239","Classics, AH and Archaeology","A","Active","20","UG","","","LI","LI Latin 2","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002020","03","36296"," LI Environ Pollut and Managem","10","College Life and Env Sci","022","School of Geog Earth & Env Sci","022","Geography","A","Active","20","UG","","","LI","LI Environmental Pollution and Management","N","6","Semester 2","N","N","Y","","","","","","","","","","999999"
"002026","002025","09","40754","LM The Business of Heritage DL","11","College Arts and Law","047","History and Cultures","225","History","A","Active","20","GT","","","LM","LM The Business of Heritage DL","N","5","Semester 1","N","N","Y","","","","","2024/10/15 00:00:00","","","","","999999"
"002026","002025","09","40756","LM Disse in Gl Intercu Communi","11","College Arts and Law","049","Lan, Cult, Art Hist & Music","227","Modern Languages","A","Active","60","GT","","","LM","LM Dissertation in Global Intercultural Communication","N","1","Full Term","N","N","Y","","","","","2024/10/15 00:00:00","","","","","999999"
"002026","002025","06","40638","LM Deep Learning (Dubai)","13","College Eng and Physical Sci","029","Mathematics","029","Mathematics","A","Active","10","GT","","","LM","LM Deep Learning","N","6","Semester 2","N","N","Y","","","","","2024/08/20 00:00:00","","","","","999999"
