"College Code","College Desc","Division Code","Division Desc","Dept1 Short Desc","Dept2 Code","Dept2 Short Desc","Dept1 Code","Prog Code","Prog Short Title","Prog Long Title","ATAS Req’d Ind","Prog Mode Code","Prog Mode Desc","Campus Code","Campus Desc","Length","Degree Code","Degree Long Desc","Joint Honours Ind","Alt Qual Ind","Subject1 Code","Subject1 Desc","Subject2 Code","Subject2 Desc","Subject3 Code","Subject3 Desc","Delivering Institution 1 Code","Delivering Institution 1 Desc","Delivering Institution 2 Code","Delivering Institution 2 Desc","Delivering Institution 3 Code","Delivering Institution 3 Desc","UOM Code","UOM Desc","Major Dept Code","Major Dept Short Desc","Reg Body Code","Reg Body Desc"
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","895B","MD Applie Health Res PT (A900)","","N","31","Part-time.","B","Birmingham","4","062","Doctor of Medicine","N","N","A900","Others in medicine & dentistry","","","","","0110","University of Birmingham","","","","","1","Year(s)","216","Inst of Applied Health Res","",""
"10","College Life and Env Sci","033","School of Psychology","School of Psychology","","","033","094I","MSc Mental Health PT Dubai","Mental Health","N","31","Part-time.","U","Dubai","2","039","Master of Science","N","N","C848","Psychology of mental health","","","","","0110","University of Birmingham","","","","","1","Year(s)","033","School of Psychology","",""
"10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","Physiotherapy","","","241","8842","PhD Physiotherapy PT","","Y","31","Part-time.","B","Birmingham","72","057","Doctor of Philosophy","N","N","B160","Physiotherapy","","","","","0110","University of Birmingham","","","","","2","Months","241","Physiotherapy","",""
"11","College Arts and Law","050","Phil, Theology and Religion","Philosophy","236","English Literature","140","836G","BA Eng + Phil w Yr Ab Inv FT","English and Philosophy with Year Abroad","N","01","Full-time","B","Birmingham","4","003","Bachelor of Arts","N","N","Q300","English studies","V500","Philosophy","","","0110","University of Birmingham","","","","","1","Year(s)","140","Philosophy","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","English Literature","","","236","320H","BA Eng Lit w Di Me Co w YA FT","English Literature with Digital Media and Communications with Year Abroad","N","01","Full-time","B","Birmingham","4","003","Bachelor of Arts","N","N","P300","Media studies","Q320","English literature","","","0110","University of Birmingham","","","","","1","Year(s)","236","English Literature","",""
"12","College Social Sciences","012","Birmingham Business School","Birmingham Business School","","","211","478G","PG MC Internat Business (EMBA)","International Business","N","01","Full-time","B","Birmingham","4","176","Postgraduate Microcredential","N","N","N100","Business studies","","","","","0110","University of Birmingham","","","","","4","Days","211","Birmingham Business School","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","980B","PhD App Health Resea PT (B900)","","Y","31","Part-time.","B","Birmingham","6","057","Doctor of Philosophy","N","N","B900","Others in subjects allied to medici","","","","","0110","University of Birmingham","","","","","1","Year(s)","216","Inst of Applied Health Res","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Music","","","134","9240","MA by Research Musical Composi","","N","31","Part-time.","B","Birmingham","24","094","Master of Arts","N","N","W300","Music","","","","","0110","University of Birmingham","","","","","2","Months","134","Music","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","029","Mathematics","227","853G","DipHE French St + Maths AQ","French Studies and Mathematics","N","","","B","Birmingham","","097","Diploma of Higher Education","N","Y","","","","","","","0110","University of Birmingham","","","","","","","227","Modern Languages","",""
"10","College Life and Env Sci","038","School of Bioscience","School of Biosciences","","","038","167D","PhD Biosciences FT (MIBTP)","","Y","01","Full-time","B","Birmingham","36","057","Doctor of Philosophy","N","N","C700","Molecular biology, biophysics & bi","","","","","0110","University of Birmingham","","","","","2","Months","038","School of Biosciences","",""
"12","College Social Sciences","053","Government","Political Sci & Intern'tl Stud","","","142","222C","PG VRS ESRC (Nottingham) FT","","N","01","Full-time","B","Birmingham","3","134","Visiting Research Student","N","N","L200","Politics","L250","International relations","","","0110","University of Birmingham","0155","The University of Nottingham","","","1","Year(s)","142","Political Sci & Intern'tl Stud","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Eng Lang and Linguistics","","","237","324H","BA Dig Med & Com w Yr Ab FT","Digital Media and Communications with Year Abroad","N","01","Full-time","B","Birmingham","4","003","Bachelor of Arts","N","N","P300","Media studies","","","","","0110","University of Birmingham","","","","","1","Year(s)","237","Eng Lang and Linguistics","",""
"15","Corporate Services","082","HEFI","HEFi","","","272","931D","PG Aff HEFi PT","","N","31","Part-time.","B","Birmingham","1","087","Postgraduate Affiliate","N","N","X342","Academic studies in higher educatio","","","","","0110","University of Birmingham","","","","","1","Year(s)","272","HEFi","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Geography","","","022","752A","PhD Geography DL 8 Years","","Y","31","Part-time.","D","Distance Education","6","057","Doctor of Philosophy","N","N","F800","","","","","","0110","University of Birmingham","","","","","1","Year(s)","022","Geography","",""
"11","College Arts and Law","027","Birmingham Law School","Law","","","027","288H","PhD Law OS UKRI FT","","N","01","Full-time","B","Birmingham","36","057","Doctor of Philosophy","N","N","M200","Law by topic","","","","","0110","University of Birmingham","","","","","2","Months","027","Law","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Nursing and Midwifery","","","023","840G","MSc Adv Prac in Hlth 2y PT","Advanced Practice in Healthcare","N","31","Part-time.","B","Birmingham","2","039","Master of Science","N","N","B000","Subjects allied to medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","023","Nursing and Midwifery","",""
"12","College Social Sciences","020","School of Education","Teacher Education","","","228","375H","PGCE Sec Edu (QTS) Desig Techn","Secondary Education (QTS) in Design and Technology","N","01","Full-time","V","Validated","10","065","Postgraduate Certificate in Education","N","N","X130","Training teachers - secondary","","","","","0110","University of Birmingham","","","","","2","Months","228","Teacher Education","",""
"14","College Medicine and Den Sci","075","Inst of Metab / Systems Res","Inst of Metabolism and Sys Res","","","257","986B","PhD Met + Syst PT Non-Lab A300","","N","31","Part-time.","B","Birmingham","6","057","Doctor of Philosophy","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","257","Inst of Metabolism and Sys Res","",""
"11","College Arts and Law","047","History and Cultures","History","","","225","896A","MA by Res Iron In In Cul He PT","","N","31","Part-time.","B","Birmingham","2","094","Master of Arts","N","N","V700","Heritage studies","","","","","0110","University of Birmingham","","","","","1","Year(s)","225","History","",""
"11","College Arts and Law","047","History and Cultures","Classics, AH and Archaeology","","","239","247A","PhD Class, Anc Hist + Arch PT","","N","31","Part-time.","B","Birmingham","6","057","Doctor of Philosophy","N","N","Q800","Classical studies","V160","Ancient history","V400","Archaeology","0110","University of Birmingham","","","","","1","Year(s)","239","Classics, AH and Archaeology","",""
"13","College Eng and Physical Sci","032","Physics and Astronomy","Physics & Astronomy","","","032","175I","BSc Physi & Astrop Studi FT","Physics and Astrophysics Studies","N","01","Full-time","B","Birmingham","3","004","Bachelor of Science","N","N","F300","Physics","","","","","0110","University of Birmingham","","","","","1","Year(s)","032","Physics & Astronomy","",""
"14","College Medicine and Den Sci","075","Inst of Metab / Systems Res","Inst of Metabolism and Sys Res","","","257","760G","PGCert Biomedical Innovatio PT","Biomedical Innovation","N","31","Part-time.","B","Birmingham","1","086","Postgraduate Certificate","N","N","B800","Medical technology","","","","","0110","University of Birmingham","","","","","1","Year(s)","257","Inst of Metabolism and Sys Res","",""
"11","College Arts and Law","047","History and Cultures","African Studies & Anthropology","","","108","409G","DipHE African Stu + Pol Sci AQ","African Studies and Political Science","N","01","Full-time","B","Birmingham","1","097","Diploma of Higher Education","N","Y","L200","Politics","T500","African studies","","","0110","University of Birmingham","","","","","1","Year(s)","108","African Studies & Anthropology","",""
"12","College Social Sciences","012","Birmingham Business School","Birmingham Business School","","","211","481G","PG MC Org Beh + HRM (EMBA)","Organisational Behaviour and Human Resource Management","N","01","Full-time","B","Birmingham","4","176","Postgraduate Microcredential","N","N","N100","Business studies","","","","","0110","University of Birmingham","","","","","4","Days","211","Birmingham Business School","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Geography","","","022","075D","PhD Geog + Envt Sc FT M4C","","Y","01","Full-time","B","Birmingham","36","057","Doctor of Philosophy","N","N","F800","","F750","","","","0110","University of Birmingham","","","","","2","Months","022","Geography","",""
"11","College Arts and Law","050","Phil, Theology and Religion","Philosophy","","","140","1080","PhD Dept of Philosophy PT","","N","31","Part-time.","B","Birmingham","72","057","Doctor of Philosophy","N","N","V500","Philosophy","","","","","0110","University of Birmingham","","","","","2","Months","140","Philosophy","",""
"13","College Eng and Physical Sci","080","School of Engineering","Elec, Elec & Sys Engineering","","","021","9185","MSc by Research Dep ElecElecCo","","Y","31","Part-time.","B","Birmingham","24","071","Master of Science","N","N","H600","Electronic & electrical engineerin","","","","","0110","University of Birmingham","","","","","2","Months","021","Elec, Elec & Sys Engineering","",""
"11","College Arts and Law","027","Birmingham Law School","Law","","","027","640H","LLM Int Law & Sec (Path) PT","(International Law and Security)","N","31","Part-time.","B","Birmingham","2","045","Master of Laws","N","N","M200","Law by topic","","","","","0110","University of Birmingham","","","","","1","Year(s)","027","Law","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","","","216","051C","MSc by Res Ap Heal Res FT A900","","N","01","Full-time","B","Birmingham","12","071","Master of Science","N","N","A900","Others in medicine & dentistry","","","","","0110","University of Birmingham","","","","","2","Months","216","Inst of Applied Health Res","",""
"12","College Social Sciences","035","School of Social Policy","Health Services Management Cen","","","122","532G","PGDip HA Healthcare Leader PT","Healthcare Leadership","N","31","Part-time.","D","Distance Education","90","175","Postgraduate Diploma","N","N","N215","Organisational development","","","","","0110","University of Birmingham","","","","","3","Weeks","122","Health Services Management Cen","",""
"10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","Sport, Ex and Rehab Sciences","","","036","329E","DSportExSci PT","","N","31","Part-time.","B","Birmingham","6","173","Doctorate in Sport and Exercise Sciences","N","N","C600","Sports science","","","","","0110","University of Birmingham","","","","","1","Year(s)","036","Sport, Ex and Rehab Sciences","",""
"11","College Arts and Law","047","History and Cultures","History","","","225","9250","MA by Res Dept of History FT","","N","01","Full-time","B","Birmingham","12","094","Master of Arts","N","N","V100","History by period","","","","","0110","University of Birmingham","","","","","2","Months","225","History","",""
"15","Corporate Services","072","Liberal Arts & Natural Science","Liberal Arts & Natural Science","","","238","219I","BA Lib Art & Sci (Pol Sci) FT","Liberal Arts and Sciences (Politics)","N","01","Full-time","B","Birmingham","4","003","Bachelor of Arts","N","N","Y000","Combined/general subject unspe","","","","","0110","University of Birmingham","","","","","1","Year(s)","238","Liberal Arts & Natural Science","",""
"12","College Social Sciences","035","School of Social Policy","Soc Policy, Sociology & Crimin","","","262","284H","PhD So Po Soc+Cri OS UKRI FT","","N","01","Full-time","B","Birmingham","3","057","Doctor of Philosophy","N","N","L300","Sociology","L311","Applied criminology","L400","Social policy","0110","University of Birmingham","","","","","1","Year(s)","262","Soc Policy, Sociology & Crimin","",""
"12","College Social Sciences","035","School of Social Policy","Health Services Management Cen","","","122","533G","MSc Healthca Lead HA Top Up PT","Healthcare Leadership","N","31","Part-time.","D","Distance Education","12","039","Master of Science","N","N","","","","","","","0110","University of Birmingham","","","","","3","Weeks","122","Health Services Management Cen","",""
"10","College Life and Env Sci","038","School of Bioscience","School of Biosciences","","","038","209D","PhD Biosciences Maastricht","","N","01","Full-time","B","Birmingham","3","057","Doctor of Philosophy","N","N","C910","Applied biological sciences","","","","","0110","University of Birmingham","","","","","1","Year(s)","038","School of Biosciences","",""
"11","College Arts and Law","050","Phil, Theology and Religion","Theology and Religion","","","150","1172","PhD Islamic Studies PT","","N","31","Part-time.","B","Birmingham","72","057","Doctor of Philosophy","N","N","V622","Islamic studies","","","","","0110","University of Birmingham","","","","","2","Months","150","Theology and Religion","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Earth and Environ Sciences","","","019","0079","PhD Earth Sciences FT","","N","01","Full-time","B","Birmingham","36","057","Doctor of Philosophy","N","N","F600","Geology","","","","","0110","University of Birmingham","","","","","2","Months","019","Earth and Environ Sciences","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","236","English Literature","227","219H","BA Mod Lan w Eng Lit (3yrs) FT","Modern Languages with English Literature","N","01","Full-time","B","Birmingham","3","003","Bachelor of Arts","N","N","R900","Others in European languages, liter","Q300","English studies","","","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"13","College Eng and Physical Sci","016","Computer Science","Computer Science","","","016","872G","PhD Computer Sci UKRI FT","","Y","01","Full-time","B","Birmingham","36","057","Doctor of Philosophy","N","N","I100","Computer science","","","","","0110","University of Birmingham","","","","","2","Months","016","Computer Science","",""
"13","College Eng and Physical Sci","032","Physics and Astronomy","Physics & Astronomy","016","Computer Science","032","849G","BSc Phys w Data Sci FT","Physics with Data Science","N","01","Full-time","B","Birmingham","3","004","Bachelor of Science","N","N","F300","Physics","I100","Computer science","","","0110","University of Birmingham","","","","","1","Year(s)","032","Physics & Astronomy","",""
"14","College Medicine and Den Sci","074","Institute of Clinical Sciences","Pharmacy","","","205","007C","PhD Pharmacy PT Non-Lab (B200)","","Y","31","Part-time.","B","Birmingham","6","057","Doctor of Philosophy","N","N","B200","Pharmacology, toxicology & pharmac","","","","","0110","University of Birmingham","","","","","1","Year(s)","205","Pharmacy","",""
"10","College Life and Env Sci","033","School of Psychology","School of Psychology","","","033","732H","CertHE Human Neurosci FT AQ","Human Neuroscience","N","01","Full-time","B","Birmingham","1","105","Certificate of Higher Education","N","Y","B140","Neuroscience","","","","","0110","University of Birmingham","","","","","1","Year(s)","033","School of Psychology","",""
"13","College Eng and Physical Sci","080","School of Engineering","Civil Engineering","","","015","031I","MSc(Eng) Structural Eng FT","Structural Engineering","N","01","Full-time","B","Birmingham","1","042","Master of Science (Engineering)","N","N","H200","Civil engineering","","","","","0110","University of Birmingham","","","","","1","Year(s)","015","Civil Engineering","",""
"11","College Arts and Law","050","Phil, Theology and Religion","Philosophy","","","140","950G","MA Phi Re Et (Gl Ph of Re) mod","Philosophy of Religion and Ethics (Global Philosophy of Religion)","N","31","Part-time.","B","Birmingham","3","038","Master of Arts","N","N","V500","Philosophy","V620","Religious studies","V520","Moral philosophy","0110","University of Birmingham","","","","","1","Year(s)","140","Philosophy","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","133I","BA Mod Lang (Po, Sp, Tr St) FT","BA Modern Languages (Portuguese, Spanish, Translation","N","01","Full-time","B","Birmingham","4","003","Bachelor of Arts","N","N","R900","Others in European languages, liter","","","","","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"13","College Eng and Physical Sci","080","School of Engineering","Elec, Elec & Sys Engineering","016","Computer Science","021","991H","MSci Mec&RobEng w ComSci FT","Mechatronic and Robotic Engineering with Year in Computer Science","N","01","Full-time","B","Birmingham","5","096","Master in Science","N","N","H600","Electronic & electrical engineerin","","","","","0110","University of Birmingham","","","","","1","Year(s)","021","Elec, Elec & Sys Engineering","",""
"10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","Sport, Ex and Rehab Sciences","","","036","925H","PGDip Manip Phys FT Dub","Manipulative Physiotherapy","N","01","Full-time","U","Dubai","10","001","Postgraduate Diploma","N","N","B160","Physiotherapy","","","","","0110","University of Birmingham","","","","","2","Months","036","Sport, Ex and Rehab Sciences","",""
"12","College Social Sciences","020","School of Education","Disab, Inclusion & Spec Needs","","","231","109H","PGDip Inclusion (SENCo) PT AQ","Inclusion (SENCo)","N","31","Part-time.","B","Birmingham","1","001","Postgraduate Diploma","N","Y","X161","Training teachers - special needs","","","","","0110","University of Birmingham","","","","","1","Year(s)","231","Disab, Inclusion & Spec Needs","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","1025","MLitt Dept of German St FT","","N","01","Full-time","B","Birmingham","24","046","Master of Letters","N","Y","R200","German studies","","","","","0110","University of Birmingham","","","","","2","Months","227","Modern Languages","",""
"15","Corporate Services","072","Liberal Arts & Natural Science","Liberal Arts & Natural Science","016","Computer Science","238","945G","BSc Li Ar + Sc Yr C S 4Y M + D","Liberal Arts and Sciences with Year in Computer Science (Mathematics and Drama)","N","01","Full-time","B","Birmingham","4","004","Bachelor of Science","N","N","I100","Computer science","Y000","Combined/general subject unspe","","","0110","University of Birmingham","","","","","1","Year(s)","238","Liberal Arts & Natural Science","",""
"12","College Social Sciences","012","Birmingham Business School","Economics","","","115","3758","MPhil Dept of Economics FT","","N","01","Full-time","B","Birmingham","24","079","Master of Philosophy","N","N","L100","Economics","","","","","0110","University of Birmingham","","","","","2","Months","115","Economics","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Drama and Theatre Arts","","","114","9920","PhD Dept Dram + T A (DL) 8Year","","N","31","Part-time.","D","Distance Education","6","057","Doctor of Philosophy","N","N","W400","Drama","","","","","0110","University of Birmingham","","","","","1","Year(s)","114","Drama and Theatre Arts","",""
"13","College Eng and Physical Sci","080","School of Engineering","Mechanical Engineering","","","028","994G","DipHE Mechanical Eng (Dub) AQ","Mechanical Engineering","N","01","Full-time","U","Dubai","1","097","Diploma of Higher Education","N","Y","H300","Mechanical engineering","","","","","0110","University of Birmingham","","","","","1","Year(s)","028","Mechanical Engineering","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","432G","CertHE Modern Languages AQ","Modern Languages","N","","","B","Birmingham","","105","Certificate of Higher Education","N","Y","","","","","","","0110","University of Birmingham","","","","","","","227","Modern Languages","",""
"10","College Life and Env Sci","033","School of Psychology","School of Psychology","","","033","731H","PGCert Dev Sci & Neurodiver AQ","Developmental Science and Neurodiversity","N","","","B","Birmingham","","086","Postgraduate Certificate","N","Y","C800","","","","","","0110","University of Birmingham","","","","","","","033","School of Psychology","",""
"14","College Medicine and Den Sci","023","Inst of Applied Health Res","Inst of Applied Health Res","122","Health Services Management Cen","216","869H","PGCert Primary Care Leaders FT","Primary Care Leadership","N","01","Full-time","B","Birmingham","1","086","Postgraduate Certificate","N","N","B000","Subjects allied to medicine","N200","Management studies","","","0110","University of Birmingham","","","","","1","Year(s)","216","Inst of Applied Health Res","",""
"14","College Medicine and Den Sci","075","Inst of Metab / Systems Res","Inst of Metabolism and Sys Res","","","257","072C","MSc Res Met+Sys Re PT Lab A300","","N","31","Part-time.","B","Birmingham","2","071","Master of Science","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","257","Inst of Metabolism and Sys Res","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Eng Lang and Linguistics","","","237","265H","PhD Eng Lan+Ap Lin OS UKRI FT","","N","01","Full-time","B","Birmingham","3","057","Doctor of Philosophy","N","N","Q110","Applied linguistics","Q310","English language","","","0110","University of Birmingham","","","","","1","Year(s)","237","Eng Lang and Linguistics","",""
"14","College Medicine and Den Sci","075","Inst of Metab / Systems Res","Inst of Metabolism and Sys Res","","","257","037E","Met Sys Re/Uni Maast Joint PhD","","N","01","Full-time","J","Joint Institutions","48","057","Doctor of Philosophy","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","Z147","University of Maastricht","","","2","Months","257","Inst of Metabolism and Sys Res","",""
"11","College Arts and Law","050","Phil, Theology and Religion","Theology and Religion","","","150","7404","CertHE Islamic Studies AQ","","N","","","B","Birmingham","","105","Certificate of Higher Education","N","Y","V622","Islamic studies","","","","","0110","University of Birmingham","","","","","","","150","Theology and Religion","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","9976","PhD Dep Mod Lang DL 4Yr","","N","01","Full-time","D","Distance Education","3","057","Doctor of Philosophy","N","N","R990","European languages, literature & r","","","","","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"10","College Life and Env Sci","038","School of Bioscience","School of Biosciences","","","038","8950","PG VRS  Biosciences FT","","N","01","Full-time","B","Birmingham","1","134","Visiting Research Student","N","N","C000","Biological sciences","","","","","0110","University of Birmingham","","","","","1","Year(s)","038","School of Biosciences","",""
"10","College Life and Env Sci","022","School of Geog Earth & Env Sci","Earth and Environ Sciences","","","019","516G","BSc Glob Env Cha & Sus w YA FT","Global Environmental Change and Sustainability with Year Abroad","N","01","Full-time","B","Birmingham","4","004","Bachelor of Science","N","N","F750","","","","","","0110","University of Birmingham","","","","","1","Year(s)","019","Earth and Environ Sciences","",""
"12","College Social Sciences","012","Birmingham Business School","Finance","","","247","022B","PhD Dept of Finance PT","","N","31","Part-time.","B","Birmingham","6","057","Doctor of Philosophy","N","N","N300","Finance","","","","","0110","University of Birmingham","","","","","1","Year(s)","247","Finance","",""
"14","College Medicine and Den Sci","075","Inst of Metab / Systems Res","Inst of Metabolism and Sys Res","","","257","019C","PhD Meta + Sys PT Non-Lab B100","","Y","31","Part-time.","B","Birmingham","6","057","Doctor of Philosophy","N","N","B100","Anatomy, physiology & pathology","","","","","0110","University of Birmingham","","","","","1","Year(s)","257","Inst of Metabolism and Sys Res","",""
"14","College Medicine and Den Sci","078","Inst Microbiology / Infection","Inst of Microb and Infection","","","259","248H","PhD IMI MRC AIM ATAS FT","","Y","01","Full-time","B","Birmingham","3","057","Doctor of Philosophy","N","N","C400","Genetics","","","","","0110","University of Birmingham","","","","","1","Year(s)","259","Inst of Microb and Infection","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Drama and Theatre Arts","","","114","440H","NCSC Alex Stu Well Perf PT","Introduction to Alexander Studies, Wellbeing and Performance","N","31","Part-time.","D","Distance Education","8","177","Non-credit Bearing Short Course","N","N","W470","Performance and live arts","","","","","0110","University of Birmingham","","","","","3","Weeks","114","Drama and Theatre Arts","",""
"10","College Life and Env Sci","036","Sport, Ex and Rehab Sciences","Sport, Ex and Rehab Sciences","","","036","107I","PhD In St Li Sc SportExR FT","Life Sciences","N","01","Full-time","B","Birmingham","4","109","Doctor of Philosophy with Integrated Study","N","N","C600","Sports science","","","","","0110","University of Birmingham","","","","","1","Year(s)","036","Sport, Ex and Rehab Sciences","",""
"12","College Social Sciences","012","Birmingham Business School","Birmingham Business School","","","211","660G","MBA Executive (UK) (top up A)","","N","31","Part-time.","B","Birmingham","6","041","Master of Business Administration","N","N","N100","Business studies","","","","","","","","","","","2","Months","211","Birmingham Business School","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Eng Lang and Linguistics","","","237","323H","BA Dig Med & Com w Sem Ab FT","Digital Media and Communications with Semester Abroad","N","01","Full-time","B","Birmingham","3","003","Bachelor of Arts","N","N","P300","Media studies","","","","","0110","University of Birmingham","","","","","1","Year(s)","237","Eng Lang and Linguistics","",""
"12","College Social Sciences","035","School of Social Policy","Soc Policy, Sociology & Crimin","","","262","928G","PGCert Social Policy PT AQ","Social Policy","N","31","Part-time.","B","Birmingham","","086","Postgraduate Certificate","N","Y","L400","Social policy","","","","","0110","University of Birmingham","","","","","","","262","Soc Policy, Sociology & Crimin","",""
"11","College Arts and Law","012","Birmingham Business School","Management","","","261","987G","MSc Sustain Innov & Entrep FT","Sustainable Innovation and Entrepreneurship","N","01","Full-time","B","Birmingham","12","039","Master of Science","N","N","N100","Business studies","","","","","0110","University of Birmingham","","","","","2","Months","261","Management","",""
"10","College Life and Env Sci","033","School of Psychology","School of Psychology","","","033","577G","PhD Psychology (SUSTech) FT","","N","01","Full-time","J","Joint Institutions","3","057","Doctor of Philosophy","N","N","C800","","","","","","0110","University of Birmingham","Z158","Southern University of Science and Technology, China","","","1","Year(s)","033","School of Psychology","",""
"11","College Arts and Law","046","Eng, Drama, & Creative Studies","Film and Creative Writing","","","243","989A","MA by Res Film + Creat Writ FT","","N","01","Full-time","B","Birmingham","1","094","Master of Arts","N","N","P303","Film studies","W800","Imaginative writing","","","0110","University of Birmingham","","","","","1","Year(s)","243","Film and Creative Writing","",""
"13","College Eng and Physical Sci","029","Mathematics","Mathematics","","","029","0108","PhD Mathematics FT","","Y","01","Full-time","B","Birmingham","36","057","Doctor of Philosophy","N","N","G100","Mathematics","","","","","0110","University of Birmingham","","","","","2","Months","029","Mathematics","",""
"12","College Social Sciences","012","Birmingham Business School","Management","","","261","8165","MPhil Management FT","","N","01","Full-time","B","Birmingham","24","079","Master of Philosophy","N","N","N100","Business studies","","","","","0110","University of Birmingham","","","","","2","Months","261","Management","",""
"11","College Arts and Law","047","History and Cultures","Byzantine, Ottoman, Greek Stud","","","240","375A","MA by Res Byz Ott+Mod DL 4 Yr","","N","31","Part-time.","D","Distance Education","2","094","Master of Arts","N","N","V244","Byzantine History","","","","","0110","University of Birmingham","","","","","1","Year(s)","240","Byzantine, Ottoman, Greek Stud","",""
"12","College Social Sciences","053","Government","Political Sci & Intern'tl Stud","","","142","451H","PGCert Inter Secu & Terr FT AQ","International Security and Terrorism","N","01","Full-time","B","Birmingham","1","086","Postgraduate Certificate","N","Y","L240","International politics","","","","","0110","University of Birmingham","","","","","1","Year(s)","142","Political Sci & Intern'tl Stud","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","818G","Mod Lang (Fren, Japan, Span)","Modern Languages (French, Japanese, Spanish)","N","01","Full-time","B","Birmingham","4","003","Bachelor of Arts","N","N","R110","French language","T210","Japanese language studies","R410","Spanish language","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","1026","MLitt Dept of German St PT","","N","31","Part-time.","B","Birmingham","48","046","Master of Letters","N","Y","R200","German studies","","","","","0110","University of Birmingham","","","","","2","Months","227","Modern Languages","",""
"14","College Medicine and Den Sci","065","Cancer Studies","Inst of Cancer / Genomic Sci","","","128","934H","MSci (I) Clin Sci (Ger Med) FT","Clinical Sciences (Geriatric Medicine and the Biology of Ageing)","N","01","Full-time","B","Birmingham","1","181","Master in Science","N","N","A300","Clinical medicine","","","","","0110","University of Birmingham","","","","","1","Year(s)","128","Inst of Cancer / Genomic Sci","",""
"13","College Eng and Physical Sci","061","EPS - College Hub","EPS - College Hub","","","202","206I","NCSC Coding 16w BC AEB DL PT","Coding Boot Camp Web Development","N","31","Part-time.","D","Distance Education","16","177","Non-credit Bearing Short Course","N","N","I100","Computer science","","","","","0110","University of Birmingham","","","","","3","Weeks","202","EPS - College Hub","",""
"10","College Life and Env Sci","038","School of Bioscience","School of Biosciences","","","038","5752","PhD Biosciences PT","","Y","31","Part-time.","B","Birmingham","72","057","Doctor of Philosophy","N","N","C700","Molecular biology, biophysics & bi","","","","","0110","University of Birmingham","","","","","2","Months","038","School of Biosciences","",""
"11","College Arts and Law","047","History and Cultures","History","","","225","439H","MA History (Public History) PT","History (Public History)","Y","31","Part-time.","B","Birmingham","24","038","Master of Arts","N","N","V100","History by period","","","","","0110","University of Birmingham","","","","","2","Months","225","History","",""
"13","College Eng and Physical Sci","080","School of Engineering","Engineering","","","260","026I","MSc(Eng) Ad Me Ma(SysMan) FT","Advanced Engineering Management: Systems Management","N","01","Full-time","B","Birmingham","12","042","Master of Science (Engineering)","N","N","H100","General engineering","N200","Management studies","","","0110","University of Birmingham","","","","","2","Months","211","Birmingham Business School","",""
"11","College Arts and Law","049","Lan, Cult, Art Hist & Music","Modern Languages","","","227","067D","PhD Dept Modern Lang PT M4C","","N","31","Part-time.","B","Birmingham","6","057","Doctor of Philosophy","N","N","R990","European languages, literature & r","","","","","0110","University of Birmingham","","","","","1","Year(s)","227","Modern Languages","",""
